id,company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,Revenue CAGR (%),Net Profit CAGR (%),EPS CAGR (%),Asset CAGR (%),Operating Cash Ratio,Investment Ratio,Financing Ratio,Free Cash Flow Indicator,Cash Quality Score,Cashflow Rank
533,HINDUNILVR,Mar 2020,16.98,9861.0,82.1,0.0,70.6297,1.974,9414.0,1791.0,31.0,3.8097,80.0,0,7623.0,7.27,8.97,8.13,17.15,1.13,0.23,-0.89,5832.0,105.2,293
534,HINDUNILVR,Mar 2021,17.01,11626.0,16.78,0.0,208.3941,0.6841,7935.0,1228.0,34.0,20.2868,119.0,0,9163.0,7.27,8.97,8.13,17.15,1.15,-0.13,-1.02,7935.0,106.0,291
550,ICICIGI,Mar 2013,8.799999999999999,-178.0,18.88,0.0,7.1451,0.3175,22.0,962.0,8.0,0.4279,0.0,0,984.0,15.79,17.79,16.69,15.06,2.79,-0.98,0.1,22.0,171.6,154
551,ICICIGI,Mar 2014,11.95,-225.0,21.72,0.0,5.5973,0.2952,-111.0,706.0,12.0,0.538,0.0,0,595.0,15.79,17.79,16.69,15.06,1.14,-1.19,0.01,-111.0,45.6,403
552,ICICIGI,Mar 2015,13.82,-221.0,20.27,0.0,4.4869,0.2891,73.0,171.0,13.0,0.6456,15.0,0,-98.0,15.79,17.79,16.69,15.06,-0.17,-1.74,0.95,-269.0,-6.800000000000001,482
553,ICICIGI,Mar 2016,8.4,764.0,15.66,0.0,,0.3849,201.0,310.0,11.0,0.7225,26.0,0,511.0,15.79,17.79,16.69,15.06,1.01,-0.61,-0.29,201.0,100.4,306
562,ICICIPRULI,Mar 2013,7.57,745.0,38.25,0.0,21.4267,0.2662,-1077.0,1564.0,11.0,0.2772,32.0,0,-2641.0,11.95,-3.61,-3.7,13.02,-1.74,-0.59,0.19,-4205.0,-69.6,535
563,ICICIPRULI,Mar 2014,7.13,1504.0,35.61,0.0,158.0698,0.2687,3630.0,6012.0,11.0,0.3067,70.0,0,-2382.0,11.95,-3.61,-3.7,13.02,-1.53,-2.52,0.46,-8394.0,-61.2,530
564,ICICIPRULI,Mar 2015,4.760000000000001,1655.0,31.15,0.0,762.8605,0.3404,-1299.0,1822.0,11.0,0.3677,51.0,0,523.0,11.95,-3.61,-3.7,13.02,0.32,-3.48,-1.85,-1299.0,12.8,452
566,ICICIPRULI,Mar 2017,4.45,1806.0,26.26,0.0,277.0385,0.3032,3434.0,696.0,12.0,0.4464,63.0,0,4130.0,11.95,-3.61,-3.7,13.02,2.46,-0.17,-0.24,3434.0,158.4,174
567,ICICIPRULI,Mar 2018,4.17,1771.0,24.63,0.0,280.8106,0.2738,301.0,5389.0,11.0,0.4578,59.0,0,5690.0,11.95,-3.61,-3.7,13.02,3.51,-0.95,-0.21,301.0,200.4,128
568,ICICIPRULI,Mar 2019,2.75,541.0,16.58,0.0,50.3358,0.2542,3818.0,7559.0,8.0,0.4785,40.0,0,11377.0,11.95,-3.61,-3.7,13.02,9.99,-0.66,-0.07,3818.0,459.6,31
569,ICICIPRULI,Mar 2020,5.07,-319.0,14.79,0.0,13.5247,0.1347,-2201.0,10797.0,7.0,0.5023,11.0,0,8596.0,11.95,-3.61,-3.7,13.02,8.06,-1.26,-0.05,-2201.0,322.40000000000003,66
586,INFY,Mar 2013,23.37,29.0,24.82,0.0,2780.6,0.872,4451.0,2922.0,21.0,13.2846,25.0,0,7373.0,12.16,9.39,10.15,9.79,0.78,-0.4,-0.44,4451.0,91.2,331
587,INFY,Mar 2014,21.26,27.0,23.93,0.0,1783.7778,0.8801,7262.0,2563.0,23.0,15.5699,34.0,0,9825.0,12.16,9.39,10.15,9.79,0.92,-0.26,-0.32,7262.0,96.8,316
588,INFY,Mar 2015,23.2,28.0,24.39,0.0,1526.0833,0.8043,9352.0,999.0,27.0,8.8699,55.0,0,8353.0,12.16,9.39,10.15,9.79,0.68,0.12,-0.59,7354.0,87.2,340
589,INFY,Mar 2016,21.6,27.0,21.85,0.0,,0.8315,9143.0,885.0,29.0,5.3972,41.0,0,10028.0,12.16,9.39,10.15,9.79,0.74,-0.09,-0.68,9143.0,89.6,335
590,INFY,Mar 2017,20.96,27.0,20.81,0.0,,0.8236,-3133.0,14664.0,31.0,6.0299,41.0,0,11531.0,12.16,9.39,10.15,9.79,0.8,-1.27,-0.6,-3133.0,32.0,428
591,INFY,Mar 2018,22.73,27.0,24.69,0.0,,0.8888,17751.0,4533.0,37.0,5.9672,59.0,0,13218.0,12.16,9.39,10.15,9.79,0.82,0.34,-1.55,8685.0,92.8,327
592,INFY,Mar 2019,18.64,24.0,23.73,0.0,,0.9835,14209.0,632.0,35.0,2.993,60.0,0,14841.0,12.16,9.39,10.15,9.79,0.96,-0.04,-0.98,14209.0,98.4,312
610,IRCTC,Mar 2015,12.37,14.0,29.5,0.0,,0.9114,23.0,46.0,13.0,2.22,20.0,0,69.0,15.45,24.79,1.44,19.32,0.53,-0.67,-0.25,23.0,81.2,351
611,IRCTC,Mar 2016,13.83,14.0,34.87,0.0,,0.9513,295.0,7.0,19.0,2.71,40.0,0,288.0,15.45,24.79,1.44,19.32,1.52,0.02,-0.11,281.0,120.8,253
612,IRCTC,Mar 2017,15.07,21.0,29.1,0.0,127.0,0.8324,432.0,94.0,11.0,1.9675,49.0,0,338.0,15.45,24.79,1.44,19.32,1.48,0.28,-0.4,244.0,119.2,257
613,IRCTC,Mar 2018,15.08,19.0,23.14,0.0,124.3333,0.6322,64.0,40.0,11.0,2.3875,21.0,0,24.0,15.45,24.79,1.44,19.32,0.11,1.67,-2.38,-16.0,4.4,464
614,IRCTC,Mar 2019,16.52,20.0,28.85,0.0,254.5,0.7209,146.0,353.0,4.0,0.6694,98.0,0,499.0,15.45,24.79,1.44,19.32,1.61,-0.71,-0.36,146.0,124.4,244
615,IRCTC,Mar 2020,22.66,31.0,39.04,0.0,78.0,0.6985,417.0,8.0,6.0,0.8213,39.0,0,409.0,15.45,24.79,1.44,19.32,0.8,0.02,-0.68,401.0,92.0,329
695,LICI,Mar 2023,4.590000000000001,4.0,77.86,0.0,545.5455,0.1714,1671.0,52848.0,65.0,0.731,5.0,0,54519.0,7.78,58.38,,8.91,1.51,-0.97,-0.02,1671.0,120.4,254
696,LICI,Mar 2024,4.84,4.0,49.45,0.0,371.9375,0.1591,853.0,25269.0,66.0,1.3083,15.0,0,26122.0,7.78,58.38,,8.91,0.64,-0.97,-0.17,853.0,85.6,343
710,LT,Mar 2017,5.93,15.0,206.3,0.0,2.6484,24.748,-3141.0,9796.0,43.0,18.4941,22.0,0,6655.0,10.21,9.75,8.21,23.31,1.03,-1.47,0.44,-3141.0,41.2,411
711,LT,Mar 2018,6.69,17.0,207.36,0.0,2.797,22.4251,-6117.0,3914.0,53.0,22.7059,30.0,0,-10031.0,10.21,9.75,8.21,23.31,-1.25,-0.39,-0.93,-13945.0,-50.0,522
712,LT,Mar 2019,7.56,17.0,208.81,0.0,2.7377,20.2911,-15779.0,11023.0,63.0,28.7824,28.0,0,-4756.0,10.21,9.75,8.21,23.31,-0.47,2.32,-3.25,-15779.0,-18.8,494
722,LTIM,Mar 2017,14.94,19.0,30.88,0.0,472.3333,1.4718,209.0,961.0,57.0,18.4941,29.0,0,1170.0,20.78,19.09,-1.01,23.31,1.2,-0.82,-0.03,209.0,108.0,286
723,LTIM,Mar 2018,15.22,16.0,28.81,0.0,100.8125,1.3689,392.0,452.0,65.0,22.7059,33.0,0,844.0,20.78,19.09,-1.01,23.31,0.76,-0.54,-0.48,392.0,90.4,333
724,LTIM,Mar 2019,16.05,20.0,30.98,0.0,198.6364,1.4175,646.0,749.0,87.0,28.7824,32.0,0,1395.0,20.78,19.09,-1.01,23.31,0.92,-0.54,-0.43,646.0,96.8,316
958,SBILIFE,Mar 2013,4.24,3.0,23.03,0.0,179.75,0.2768,903.0,227.0,6.0,0.2736,8.0,0,1130.0,19.81,11.83,12.25,19.35,1.79,-0.2,-0.05,903.0,131.6,229
959,SBILIFE,Mar 2014,4.22,3.0,21.69,0.0,171.0,0.2846,-542.0,708.0,7.0,0.3356,14.0,0,166.0,19.81,11.83,12.25,19.35,0.23,-4.27,-0.35,-542.0,9.2,458
960,SBILIFE,Mar 2015,3.48,3.0,20.09,0.0,244.25,0.3157,2533.0,178.0,8.0,0.4056,15.0,0,2711.0,19.81,11.83,12.25,19.35,3.33,-0.07,-0.04,2533.0,193.2,134
961,SBILIFE,Mar 2016,4.37,5.0,17.83,0.0,209.8,0.2316,-1426.0,7204.0,8.0,0.4733,14.0,0,5778.0,19.81,11.83,12.25,19.35,6.85,-1.25,-0.02,-1426.0,274.0,85
962,SBILIFE,Mar 2017,3.13,4.0,17.2,0.0,241.4,0.2988,-507.0,9032.0,10.0,0.5552,16.0,0,8525.0,19.81,11.83,12.25,19.35,8.93,-1.06,-0.02,-507.0,357.2,53
963,SBILIFE,Mar 2018,3.38,4.0,17.62,0.0,248.0,0.2799,1485.0,8910.0,12.0,0.6528,17.0,0,10395.0,19.81,11.83,12.25,19.35,9.04,-0.86,-0.02,1485.0,421.6,40
964,SBILIFE,Mar 2019,2.98,3.0,17.52,0.0,217.5,0.304,-79.0,13552.0,13.0,0.7576,15.0,0,13473.0,19.81,11.83,12.25,19.35,10.15,-1.01,-0.02,-79.0,406.0,45
965,SBILIFE,Mar 2020,3.25,3.0,16.26,0.0,,0.2645,2313.0,16986.0,14.0,0.8743,0.0,0,19299.0,19.81,11.83,12.25,19.35,13.57,-0.88,-0.01,2313.0,602.8,25
966,SBILIFE,Mar 2021,1.78,1.0,14.0,0.0,,0.3611,4675.0,19203.0,15.0,1.04,17.0,0,23878.0,19.81,11.83,12.25,19.35,16.4,-0.8,0.0,4675.0,716.0,18
967,SBILIFE,Mar 2022,1.81,1.0,12.96,0.0,,0.3036,241.0,21611.0,15.0,1.1622,13.0,0,21852.0,19.81,11.83,12.25,19.35,14.51,-0.99,-0.01,241.0,640.4,22
968,SBILIFE,Mar 2023,2.13,0.0,13.22,0.0,198.4,0.2563,-1547.0,30203.0,17.0,1.3005,15.0,0,28656.0,19.81,11.83,12.25,19.35,16.65,-1.05,-0.01,-1547.0,666.0,21
969,SBILIFE,Mar 2024,1.43,0.0,12.7,0.0,240.3333,0.3314,-2099.0,31221.0,19.0,1.4893,14.0,0,29122.0,19.81,11.83,12.25,19.35,15.38,-1.07,-0.01,-2099.0,615.2,23
993,SIEMENS,Sep 2011,7.26,10.0,22.75,0.0,56.5385,1.1769,267.0,264.0,,5.6118,24.0,0,3.0,5.81,10.93,,8.65,0.0,88.0,-65.33,-261.0,0.0,473
994,SIEMENS,Sep 2014,5.65,1.0,13.78,0.0,35.6129,1.0377,738.0,130.0,17.0,6.162,35.0,0,608.0,5.81,10.93,,8.65,1.01,0.21,-0.36,478.0,100.4,306
997,SIEMENS,Sep 2017,10.28,10.0,14.79,0.0,234.25,0.8422,1894.0,1321.0,32.0,10.831,22.0,0,573.0,5.81,10.93,,8.65,0.5,2.31,-0.5,-748.0,20.0,442
999,SIEMENS,Sep 2019,8.4,11.0,12.14,0.0,157.3333,0.8519,138.0,1135.0,31.0,12.7451,23.0,0,1273.0,5.81,10.93,,8.65,1.16,-0.89,-0.25,138.0,106.4,290
1101,TITAN,Mar 2013,7.16,10.0,36.8,0.0,21.8235,1.7204,411.0,142.0,8.0,2.2135,26.0,0,553.0,15.05,13.3,13.61,17.03,0.76,-0.26,-0.43,411.0,90.4,333
