id,company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,Revenue CAGR (%),Net Profit CAGR (%),EPS CAGR (%),Asset CAGR (%),Operating Cash Ratio,Investment Ratio,Financing Ratio,Free Cash Flow Indicator,Cash Quality Score,Cashflow Rank
271,BPCL,Mar 2016,4.31,7.0,29.1,0.8415,21.8882,2.1732,1886.0,9233.0,19.0,4.2369,25.0,23388,11119.0,5.21,17.74,18.92,8.47,1.37,-0.83,-0.12,1886.0,114.8,269
279,BPCL,Mar 2024,5.99,10.0,35.51000000000001,0.7219,11.3555,2.2137,25415.0,10521.0,62.0,3.541,33.0,54599,35936.0,5.21,17.74,18.92,8.47,1.34,-0.29,-0.71,25415.0,113.6,272
280,BRITANNIA,Mar 2013,4.2,7.0,46.59,0.681,11.5366,3.2847,348.0,28.0,11.0,2.325,39.0,380,320.0,8.92,19.15,19.03,14.41,1.23,0.09,-1.18,292.0,109.2,283
281,BRITANNIA,Mar 2014,5.71,9.0,49.5,0.188,82.625,3.281,425.0,246.0,16.0,3.325,36.0,150,671.0,8.92,19.15,19.03,14.41,1.7,-0.37,-0.53,425.0,128.0,238
282,BRITANNIA,Mar 2015,8.77,11.0,55.34,0.1165,274.5,2.8135,134.0,450.0,29.0,5.1875,28.0,145,584.0,8.92,19.15,19.03,14.41,0.85,-0.77,-0.31,134.0,94.0,324
283,BRITANNIA,Mar 2016,9.82,15.0,39.44,0.0626,267.8,2.4033,254.0,705.0,34.0,8.7167,29.0,131,959.0,8.92,19.15,19.03,14.41,1.16,-0.74,-0.26,254.0,106.4,290
284,BRITANNIA,Mar 2017,9.77,14.0,32.83,0.0464,285.8,2.2035,291.0,150.0,37.0,11.2333,30.0,125,441.0,8.92,19.15,19.03,14.41,0.5,-0.34,-0.67,291.0,80.0,355
285,BRITANNIA,Mar 2018,10.13,15.0,29.48,0.059,208.375,1.9109,292.0,957.0,42.0,14.1917,30.0,201,1249.0,8.92,19.15,19.03,14.41,1.24,-0.77,-0.19,292.0,109.6,282
286,BRITANNIA,Mar 2019,10.45,16.0,27.16,0.0367,215.3333,1.7722,304.0,852.0,48.0,17.7208,31.0,156,1156.0,8.92,19.15,19.03,14.41,1.0,-0.74,-0.31,304.0,100.0,307
288,BRITANNIA,Mar 2021,14.09,19.0,52.17,0.5981,25.4234,1.642,2309.0,433.0,77.0,14.7833,204.0,2122,1876.0,8.92,19.15,19.03,14.41,1.01,0.23,-1.2,1443.0,100.4,306
289,BRITANNIA,Mar 2022,10.72,16.0,59.27,0.9699,16.8264,1.878,2214.0,914.0,63.0,10.6583,89.0,2481,1300.0,8.92,19.15,19.03,14.41,0.86,0.7,-1.73,386.0,94.4,323
290,BRITANNIA,Mar 2023,14.21,17.0,65.53,0.848,20.284,1.7432,1019.0,1507.0,96.0,14.725,75.0,2997,2526.0,8.92,19.15,19.03,14.41,1.09,-0.6,-0.41,1019.0,103.6,297
291,BRITANNIA,Mar 2024,12.73,19.0,54.15,0.524,20.5976,1.8484,3050.0,477.0,89.0,16.4208,83.0,2065,2573.0,8.92,19.15,19.03,14.41,1.21,0.19,-1.1,2096.0,108.4,285
327,CIPLA,Mar 2024,16.12,6291.0,15.55,0.0209,35.3388,0.7922,1152.0,2982.0,51.0,16.5876,25.0,559,4134.0,10.35,10.26,10.36,9.5,1.0,-0.72,-0.29,1152.0,100.0,307
328,COALINDIA,Mar 2013,25.41,18087.0,35.81,0.0269,5.7406,0.6154,7276.0,1833.0,27.0,0.7674,51.0,1305,9109.0,6.18,5.85,6.27,6.98,0.52,-0.2,-0.86,7276.0,80.8,352
329,COALINDIA,Mar 2014,21.4,17766.0,35.64,0.0042,7.3744,0.6729,23105.0,8580.0,24.0,0.6714,121.0,178,14525.0,6.18,5.85,6.27,6.98,0.96,0.59,-1.75,5945.0,98.4,312
330,COALINDIA,Mar 2015,18.52,17343.0,34.02,0.0101,8.6454,0.6661,15276.0,894.0,22.0,0.6389,95.0,408,14382.0,6.18,5.85,6.27,6.98,1.05,0.06,-1.04,13488.0,102.0,302
331,COALINDIA,Mar 2016,18.32,18714.0,40.96,0.0344,9.9631,0.6856,21308.0,8154.0,23.0,0.5515,121.0,1199,13154.0,6.18,5.85,6.27,6.98,0.92,0.62,-1.49,5000.0,96.8,316
332,COALINDIA,Mar 2017,11.87,12448.0,37.85,0.1229,12.3649,0.6591,16916.0,455.0,15.0,0.395,133.0,3014,16461.0,6.18,5.85,6.27,6.98,1.77,0.03,-1.07,16006.0,130.8,231
333,COALINDIA,Mar 2018,8.260000000000002,9288.0,34.88,0.0762,15.2697,0.6794,13368.0,7747.0,11.0,0.3251,146.0,1538,21115.0,6.18,5.85,6.27,6.98,3.0,-0.37,-0.64,13368.0,180.0,146
334,COALINDIA,Mar 2019,17.54,25007.0,66.01,0.0835,12.7878,0.7486,8460.0,7896.0,28.0,0.4293,46.0,2210,16356.0,6.18,5.85,6.27,6.98,0.94,-0.48,-0.67,8460.0,97.6,314
335,COALINDIA,Mar 2020,17.38,21581.0,51.93,0.2001,11.5646,0.6404,6010.0,1033.0,27.0,0.5218,44.0,6434,4977.0,6.18,5.85,6.27,6.98,0.3,0.21,-0.96,3944.0,72.0,369
336,COALINDIA,Mar 2021,14.11,18628.0,34.78,0.1611,19.0858,0.559,10774.0,182.0,21.0,0.5925,78.0,5884,10592.0,6.18,5.85,6.27,6.98,0.83,0.02,-0.8,10410.0,93.2,326
337,COALINDIA,Mar 2022,15.84,24721.0,40.28,0.0815,21.9912,0.6114,15392.0,25715.0,28.0,0.7,60.0,3514,41107.0,6.18,5.85,6.27,6.98,2.37,-0.63,-0.33,15392.0,154.8,182
338,COALINDIA,Mar 2023,22.95,44232.0,52.14,0.0712,14.3372,0.6245,12269.0,23465.0,52.0,0.9872,47.0,4331,35734.0,6.18,5.85,6.27,6.98,1.13,-0.66,-0.38,12269.0,105.2,293
339,COALINDIA,Mar 2024,26.26,47971.0,45.17,0.0788,11.2418,0.6019,13617.0,4486.0,61.0,1.3424,42.0,6523,18103.0,6.18,5.85,6.27,6.98,0.48,-0.25,-0.77,13617.0,79.2,357
340,DABUR,Mar 2013,12.48,16.0,36.56,0.5494,18.5085,1.3039,248.0,622.0,4.0,1.204,34.0,1151,870.0,6.07,7.18,7.93,10.94,1.14,-0.71,-0.27,248.0,105.6,292
341,DABUR,Mar 2014,12.98,16.0,34.48999999999999,0.2666,23.8519,1.3287,994.0,104.0,5.0,1.5264,33.0,708,1098.0,6.07,7.18,7.93,10.94,1.2,-0.09,-0.73,994.0,108.0,286
342,DABUR,Mar 2015,13.7,17.0,31.84,0.2188,36.85,1.2766,171.0,876.0,6.0,1.9057,33.0,734,1047.0,6.07,7.18,7.93,10.94,0.98,-0.84,-0.4,171.0,99.2,310
343,DABUR,Mar 2016,16.12,20.0,30.06,0.193,36.1458,1.1223,457.0,730.0,7.0,2.3699,32.0,805,1187.0,6.07,7.18,7.93,10.94,0.95,-0.61,-0.32,457.0,98.0,313
344,DABUR,Mar 2017,16.81,20.0,26.41,0.2012,33.4815,0.9847,420.0,807.0,7.0,2.754,31.0,975,1227.0,6.07,7.18,7.93,10.94,0.96,-0.66,-0.28,420.0,98.4,312
345,DABUR,Mar 2018,17.59,21.0,23.8,0.1644,36.0,0.8874,551.0,541.0,8.0,3.242,81.0,938,1092.0,6.07,7.18,7.93,10.94,0.8,-0.5,-0.53,551.0,92.0,329
346,DABUR,Mar 2019,16.98,20.0,25.67,0.1241,32.7,1.0092,1837.0,338.0,8.0,3.1819,34.0,699,1499.0,6.07,7.18,7.93,10.94,1.04,0.23,-1.26,1161.0,101.6,303
347,DABUR,Mar 2020,16.67,21.0,21.92,0.079,39.94,0.9302,1097.0,517.0,8.0,3.7322,37.0,522,1614.0,6.07,7.18,7.93,10.94,1.11,-0.32,-0.65,1097.0,104.4,295
348,DABUR,Mar 2021,17.73,21.0,22.12,0.0664,75.0645,0.8827,711.0,1404.0,10.0,4.3299,50.0,509,2115.0,6.07,7.18,7.93,10.94,1.25,-0.66,-0.29,711.0,110.0,281
349,DABUR,Mar 2022,16.0,21.0,20.78,0.1229,65.641,0.8864,529.0,1273.0,10.0,4.7356,53.0,1030,1802.0,6.07,7.18,7.93,10.94,1.03,-0.71,-0.27,529.0,101.2,304
350,DABUR,Mar 2023,14.75,19.0,18.96,0.1308,33.4231,0.8446,905.0,583.0,10.0,5.0695,54.0,1174,1488.0,6.07,7.18,7.93,10.94,0.87,-0.39,-0.7,905.0,94.8,322
351,DABUR,Mar 2024,14.6,19.0,18.36,0.1384,23.2419,0.8206,1042.0,971.0,10.0,5.574,53.0,1365,2013.0,6.07,7.18,7.93,10.94,1.11,-0.48,-0.58,1042.0,104.4,295
352,DIVISLAB,Mar 2013,28.07,38.0,24.07,0.0132,287.0,0.6833,225.0,255.0,23.0,9.263,33.0,33,480.0,12.28,9.74,9.59,14.29,0.8,-0.53,-0.48,225.0,92.0,329
353,DIVISLAB,Mar 2014,30.53,40.0,26.08,0.0061,362.0,0.6825,252.0,305.0,29.0,10.9778,34.0,18,557.0,12.28,9.74,9.59,14.29,0.72,-0.55,-0.45,252.0,88.8,337
354,DIVISLAB,Mar 2015,27.35,38.0,24.37,0.0077,403.6667,0.7072,305.0,521.0,32.0,12.9481,31.0,27,826.0,12.28,9.74,9.59,14.29,0.97,-0.63,-0.37,305.0,98.8,311
355,DIVISLAB,Mar 2016,29.82,38.0,26.23,0.0098,303.2,0.7709,632.0,406.0,42.0,8.1,24.0,42,1038.0,12.28,9.74,9.59,14.29,0.92,-0.39,-0.61,632.0,96.8,316
356,DIVISLAB,Mar 2017,26.08,36.0,19.79,0.0067,507.3333,0.6603,10.0,1140.0,40.0,10.1075,25.0,36,1150.0,12.28,9.74,9.59,14.29,1.08,-0.99,0.0,10.0,103.2,298
358,DIVISLAB,Mar 2019,27.36,38.0,19.45,0.0152,405.6,0.6155,269.0,685.0,51.0,13.1264,31.0,106,954.0,12.28,9.74,9.59,14.29,0.71,-0.72,-0.26,269.0,88.4,338
359,DIVISLAB,Mar 2020,25.53,34.0,18.84,0.0053,287.4286,0.6323,1133.0,83.0,52.0,13.7925,31.0,39,1216.0,12.28,9.74,9.59,14.29,0.88,-0.07,-0.9,1133.0,95.2,321
360,DIVISLAB,Mar 2021,28.47,41.0,21.34,0.0005,1462.0,0.647,2022.0,75.0,75.0,17.5377,27.0,5,1947.0,12.28,9.74,9.59,14.29,0.98,0.04,-0.02,1872.0,99.2,310
381,DMART,Mar 2018,5.36,9.0,17.26,0.094,24.0167,2.6617,1194.0,464.0,13.0,0.7482,0.0,439,730.0,26.71,32.37,28.88,25.62,0.91,0.64,-1.59,266.0,96.4,318
389,DRREDDY,Mar 2014,14.63,24.0,24.96,0.5692,26.937,0.8434,366.0,1604.0,23.0,9.2529,16.0,4477,1970.0,8.42,11.18,11.15,10.98,1.0,-0.81,-0.01,366.0,100.0,307
390,DRREDDY,Mar 2015,15.55,23.0,23.71,0.4378,34.8889,0.8139,154.0,2370.0,27.0,11.5918,15.0,4314,2524.0,8.42,11.18,11.15,10.98,1.08,-0.94,-0.17,154.0,103.2,298
391,DRREDDY,Mar 2016,13.69,23.0,16.95,0.2667,46.747,0.7658,1653.0,1610.0,25.0,14.7871,16.0,3352,3263.0,8.42,11.18,11.15,10.98,1.53,-0.49,-0.52,1653.0,121.2,252
398,DRREDDY,Mar 2023,18.27,26.0,19.35,0.0578,52.035,0.7659,1779.0,4109.0,54.0,28.0554,15.0,1347,5888.0,8.42,11.18,11.15,10.98,1.31,-0.7,-0.46,1779.0,112.4,275
399,DRREDDY,Mar 2024,19.91,28.0,19.74,0.0709,51.7076,0.7223,509.0,4034.0,67.0,34.041,12.0,2002,4543.0,8.42,11.18,11.15,10.98,0.81,-0.89,-0.08,509.0,92.4,328
403,EICHERMOT,Mar 2016,21.68,27.0,36.63,0.0063,1008.0,1.2498,462.0,1001.0,49.0,13.5296,20.0,23,1463.0,8.54,20.08,23.83,15.18,1.09,-0.68,-0.32,462.0,103.6,297
405,EICHERMOT,Mar 2018,21.86,31.0,27.88,0.0215,669.0,0.9415,337.0,2145.0,72.0,26.037,15.0,151,2482.0,8.54,20.08,23.83,15.18,1.27,-0.86,-0.11,337.0,110.8,279
406,EICHERMOT,Mar 2019,22.49,30.0,24.7,0.021,515.0,0.8604,915.0,660.0,81.0,33.0296,15.0,187,1575.0,8.54,20.08,23.83,15.18,0.71,-0.42,-0.19,915.0,88.4,338
407,EICHERMOT,Mar 2020,19.96,24.0,18.3,0.0249,145.0,0.7353,186.0,1508.0,67.0,36.9667,19.0,249,1694.0,8.54,20.08,23.83,15.18,0.93,-0.89,-0.51,186.0,97.2,315
410,EICHERMOT,Mar 2023,20.18,24.0,19.44,0.0192,155.5,0.7523,426.0,2397.0,107.0,55.5185,35.0,288,2823.0,8.54,20.08,23.83,15.18,0.97,-0.85,-0.15,426.0,98.8,311
411,EICHERMOT,Mar 2024,24.2,26.0,22.17,0.0232,114.7059,0.7154,890.0,2834.0,146.0,66.8333,35.0,419,3724.0,8.54,20.08,23.83,15.18,0.93,-0.76,-0.23,890.0,97.2,315
419,GAIL,Mar 2020,13.12,12.0,19.31,0.1403,41.4822,0.9678,46.0,8299.0,14.0,1.0924,31.0,6912,8345.0,8.53,8.44,9.59,6.61,0.88,-0.99,0.03,46.0,95.2,321
421,GAIL,Mar 2022,13.26,16.0,19.19,0.1437,89.5347,0.9605,3930.0,5490.0,18.0,1.444,36.0,9216,9420.0,8.53,8.44,9.59,6.61,0.77,-0.58,-0.42,3930.0,90.8,332
425,GODREJCP,Mar 2014,10.78,15.0,21.7,0.6286,10.2583,0.9133,622.0,494.0,7.0,11.1029,24.0,2373,1116.0,6.82,,,7.82,1.36,-0.44,-0.56,622.0,114.4,270
427,GODREJCP,Mar 2016,9.86,20.0,19.48,0.6775,10.8984,0.8703,225.0,622.0,8.0,12.55,24.0,2891,847.0,6.82,,,7.82,1.02,-0.73,-0.24,225.0,100.8,305
429,GODREJCP,Mar 2018,16.59,21.0,26.11,0.5606,13.6821,0.7103,1387.0,336.0,16.0,9.2029,42.0,3508,1723.0,6.82,,,7.82,1.05,-0.2,-0.8,1387.0,102.0,302
430,GODREJCP,Mar 2019,22.71,21.0,32.23,0.4654,10.479,0.7318,2003.0,274.0,23.0,7.1245,44.0,3382,1729.0,6.82,,,7.82,0.74,0.16,-1.18,1455.0,89.6,335
431,GODREJCP,Mar 2020,15.1,22.0,18.95,0.4526,9.5877,0.6661,1036.0,552.0,15.0,7.7431,55.0,3575,1588.0,6.82,,,7.82,1.06,-0.35,-0.82,1036.0,102.4,301
432,GODREJCP,Mar 2021,15.6,22.0,18.23,0.1975,17.5507,0.7743,1738.0,292.0,17.0,9.2539,0.0,1864,2030.0,6.82,,,7.82,1.18,-0.14,-0.89,1738.0,107.2,288
433,GODREJCP,Mar 2022,14.52,20.0,15.43,0.1475,20.3852,0.7633,607.0,844.0,17.0,11.3294,0.0,1704,1451.0,6.82,,,7.82,0.81,-0.58,-0.26,607.0,92.4,328
448,HAL,Mar 2017,14.57,18.0,1966.92,0.015,267.5,105.5882,2598.0,3021.0,36.0,2.66,31.0,2,-423.0,6.69,9.05,0.2,8.64,-0.16,-7.14,0.39,-3444.0,-6.4,481
451,HAL,Mar 2020,13.25,23.0,2059.42,0.0145,14.7493,123.9595,203.0,1334.0,42.0,2.76,39.0,2,1537.0,6.69,9.05,0.2,8.64,0.54,-0.87,0.04,203.0,81.6,350
452,HAL,Mar 2021,14.16,23.0,2249.31,0.0417,21.3521,123.0215,13934.0,1190.0,48.0,2.88,31.0,6,15124.0,6.69,9.05,0.2,8.64,4.67,-0.08,-0.47,13934.0,246.8,104
454,HAL,Mar 2023,21.58,25.0,3283.05,0.2655,130.3281,99.3653,3102.0,5734.0,87.0,3.54,32.0,47,8836.0,6.69,9.05,0.2,8.64,1.52,-0.65,-0.2,3102.0,120.8,253
455,HAL,Mar 2024,25.0,32.0,3816.58,0.6181,270.8837,67.5133,1814.0,6412.0,114.0,3.98,31.0,123,8226.0,6.69,9.05,0.2,8.64,1.08,-0.78,-0.24,1814.0,103.2,298
456,HAVELLS,Mar 2013,8.14,9.0,40.29,0.681,7.2846,1.6005,494.0,144.0,9.0,2.3258,16.0,982,638.0,9.27,7.6,7.73,9.22,1.1,-0.23,-0.39,494.0,104.0,296
457,HAVELLS,Mar 2014,5.54,10.0,26.77,0.6327,7.9608,1.5099,492.0,376.0,7.0,2.6871,42.0,1054,868.0,9.27,7.6,7.73,9.22,1.95,-0.43,-0.36,492.0,138.0,215
458,HAVELLS,Mar 2015,4.55,9.0,21.18,0.2332,8.3646,1.7686,478.0,485.0,6.0,2.9323,49.0,424,963.0,9.27,7.6,7.73,9.22,2.5,-0.5,-0.78,478.0,160.0,172
459,HAVELLS,Mar 2016,17.12,10.0,42.95,0.0443,19.1758,1.731,392.0,121.0,21.0,4.8823,29.0,134,513.0,9.27,7.6,7.73,9.22,0.39,-0.24,-1.21,392.0,75.6,363
460,HAVELLS,Mar 2017,8.06,13.0,15.08,0.0635,65.9231,1.1861,547.0,220.0,8.0,5.2839,44.0,208,767.0,9.27,7.6,7.73,9.22,1.55,-0.29,-0.13,547.0,122.0,250
461,HAVELLS,Mar 2018,8.14,13.0,17.72,0.0308,45.2,1.2282,154.0,946.0,11.0,5.9206,4.0,115,1100.0,9.27,7.6,7.73,9.22,1.66,-0.86,-0.37,154.0,126.4,240
462,HAVELLS,Mar 2019,7.82,12.0,18.77,0.0224,82.0625,1.4092,686.0,185.0,13.0,6.6635,36.0,94,501.0,9.27,7.6,7.73,9.22,0.64,0.37,-0.63,316.0,85.6,343
463,HAVELLS,Mar 2020,7.79,11.0,17.05,0.0167,23.0196,1.3347,279.0,548.0,12.0,6.8444,34.0,72,827.0,9.27,7.6,7.73,9.22,1.13,-0.66,-0.87,279.0,105.2,293
465,HAVELLS,Mar 2022,8.58,13.0,19.92,0.1026,28.8657,1.3245,969.0,759.0,19.0,9.5286,39.0,616,1728.0,9.27,7.6,7.73,9.22,1.44,-0.44,-0.32,969.0,117.6,261
466,HAVELLS,Mar 2023,6.34,10.0,16.18,0.0337,32.7091,1.5157,596.0,31.0,17.0,10.5175,44.0,223,565.0,9.27,7.6,7.73,9.22,0.53,0.05,-1.61,534.0,81.2,351
467,HAVELLS,Mar 2024,6.84,10.0,17.07,0.0407,25.3571,1.4952,335.0,1618.0,20.0,11.8206,44.0,303,1953.0,9.27,7.6,7.73,9.22,1.54,-0.83,-0.27,335.0,121.6,251
468,HCLTECH,Jun 2013,15.79,22.0,30.69,0.0793,56.717,1.1421,2131.0,2361.0,14.0,9.4705,21.0,1044,4492.0,13.37,12.77,13.35,13.26,1.11,-0.53,-0.46,2131.0,104.4,295
469,HCLTECH,Jun 2014,20.31,25.0,33.39,0.0521,76.4211,1.0722,1615.0,4842.0,23.0,13.9643,11.0,1018,6457.0,13.37,12.77,13.35,13.26,0.99,-0.75,-0.2,1615.0,99.6,309
470,HCLTECH,Jun 2015,20.0,23.0,30.31,0.0268,105.6264,1.0413,3451.0,2088.0,26.0,8.6206,58.0,648,5539.0,13.37,12.77,13.35,13.26,0.75,-0.38,-0.57,3451.0,90.0,334
471,HCLTECH,Mar 2017,18.09,22.0,26.12,0.0177,128.7528,1.0395,5105.0,3890.0,30.0,11.5611,40.0,582,8995.0,13.37,12.77,13.35,13.26,1.05,-0.43,-0.5,5105.0,102.0,302
472,HCLTECH,Mar 2018,17.25,22.0,23.97,0.0153,180.8116,1.0538,6092.0,2236.0,31.0,13.0885,19.0,557,8328.0,13.37,12.77,13.35,13.26,0.95,-0.27,-0.69,6092.0,98.0,313
473,HCLTECH,Mar 2019,16.75,23.0,24.46,0.1014,85.454,1.0356,5715.0,3256.0,37.0,15.2642,11.0,4195,8971.0,13.37,12.77,13.35,13.26,0.89,-0.36,-0.16,5715.0,95.6,320
474,HCLTECH,Mar 2020,15.64,24.0,21.57,0.1558,35.4554,0.8534,1027.0,12332.0,41.0,9.4414,25.0,7986,13359.0,13.37,12.77,13.35,13.26,1.21,-0.92,-0.24,1027.0,108.4,285
475,HCLTECH,Mar 2021,14.82,27.0,18.64,0.1146,41.047,0.876,13953.0,5665.0,41.0,11.0337,24.0,6864,19618.0,13.37,12.77,13.35,13.26,1.76,-0.29,-0.57,13953.0,130.4,232
476,HCLTECH,Mar 2022,15.79,24.0,21.84,0.1024,67.6991,0.9632,18497.0,1597.0,50.0,11.4022,84.0,6343,16900.0,13.37,12.77,13.35,13.26,1.25,0.09,-0.86,15303.0,110.0,281
477,HCLTECH,Mar 2023,14.63,22.0,22.7,0.0733,67.949,1.088,14436.0,3573.0,55.0,12.0451,88.0,4794,18009.0,13.37,12.77,13.35,13.26,1.21,-0.2,-0.88,14436.0,108.4,285
478,HCLTECH,Mar 2024,14.29,22.0,23.01,0.0844,46.4611,1.1102,15840.0,6608.0,58.0,12.5715,90.0,5758,22448.0,13.37,12.77,13.35,13.26,1.43,-0.29,-0.69,15840.0,117.2,263
491,HDFCLIFE,Mar 2013,3.18,525.0,33.43,0.0,483.5357,0.3354,,,2.0,0.067,0.0,0,,17.84,12.03,12.25,18.96,0.0,0.0,0.0,,0.0,473
492,HDFCLIFE,Mar 2014,4.22,605.0,37.6,0.0,68.7344,0.3284,,,4.0,0.0966,14.0,0,,17.84,12.03,12.25,18.96,0.0,0.0,0.0,,0.0,473
493,HDFCLIFE,Mar 2015,2.89,874.0,30.93,0.0,333.4684,0.3927,945.0,3514.0,4.0,0.1274,18.0,0,4459.0,17.84,12.03,12.25,18.96,5.67,-0.79,-0.04,945.0,286.8,77
494,HDFCLIFE,Mar 2016,4.5,953.0,26.33,0.0,159.1852,0.237,1725.0,3962.0,4.0,0.1555,22.0,0,5687.0,17.84,12.03,12.25,18.96,6.96,-0.7,-0.04,1725.0,338.4,60
495,HDFCLIFE,Mar 2017,2.89,972.0,23.18,0.0,213.5036,0.3223,1053.0,5177.0,4.0,0.1915,25.0,0,6230.0,17.84,12.03,12.25,18.96,7.02,-0.83,-0.04,1053.0,340.79999999999995,59
496,HDFCLIFE,Mar 2018,3.43,1074.0,23.53,0.0,110.5993,0.292,2318.0,4421.0,6.0,0.2338,25.0,0,6739.0,17.84,12.03,12.25,18.96,6.09,-0.66,-0.03,2318.0,303.6,73
499,HDFCLIFE,Mar 2021,1.9,1235.0,15.75,0.0694,157.9685,0.3981,751.0,8952.0,7.0,0.4275,30.0,600,9703.0,17.84,12.03,12.25,18.96,7.13,-0.92,0.07,751.0,345.2,57
503,HEROMOTOCO,Mar 2014,8.32,3553.0,37.38,0.0505,50.5488,2.497,1347.0,1616.0,105.0,14.0575,62.0,284,2963.0,4.28,6.34,6.36,10.13,1.41,-0.55,-0.48,1347.0,116.4,265
504,HEROMOTOCO,Mar 2015,8.58,3520.0,36.15,0.0153,73.9415,2.5848,2217.0,31.0,118.0,16.35,51.0,100,2186.0,4.28,6.34,6.36,10.13,0.92,0.01,-0.97,2155.0,96.8,316
505,HEROMOTOCO,Mar 2016,10.94,4424.0,35.23,0.0263,57.1235,2.2067,1422.0,2300.0,157.0,22.085,46.0,232,3722.0,4.28,6.34,6.36,10.13,1.2,-0.62,-0.4,1422.0,108.0,286
506,HEROMOTOCO,Mar 2017,12.39,4585.0,34.37,0.0253,28.9651,1.8685,2035.0,1972.0,179.0,25.79,47.0,261,4007.0,4.28,6.34,6.36,10.13,1.13,-0.49,-0.51,2035.0,105.2,293
507,HEROMOTOCO,Mar 2018,11.47,5334.0,31.09,0.019,48.1206,1.8657,2159.0,1858.0,186.0,29.93,51.0,228,4017.0,4.28,6.34,6.36,10.13,1.08,-0.46,-0.52,2159.0,103.2,298
508,HEROMOTOCO,Mar 2019,10.2,5025.0,26.42,0.0238,39.0837,1.8359,2330.0,1298.0,172.0,32.8,50.0,312,1032.0,4.28,6.34,6.36,10.13,0.3,1.26,-2.18,-266.0,12.0,454
509,HEROMOTOCO,Mar 2020,12.51,4070.0,25.4,0.0314,17.5718,1.4869,2699.0,2819.0,182.0,36.015,49.0,453,5518.0,4.28,6.34,6.36,10.13,1.51,-0.51,-0.47,2699.0,120.4,254
510,HEROMOTOCO,Mar 2021,9.48,4058.0,19.05,0.0379,48.6709,1.3404,1821.0,2289.0,146.0,38.54,72.0,584,4110.0,4.28,6.34,6.36,10.13,1.4,-0.56,-0.45,1821.0,116.0,266
512,HEROMOTOCO,Mar 2023,8.200000000000001,4099.0,16.81,0.0341,53.037,1.4282,2193.0,421.0,141.0,41.64,71.0,568,2614.0,4.28,6.34,6.36,10.13,0.93,-0.16,-0.82,2193.0,97.2,315
513,HEROMOTOCO,Mar 2024,9.9,5235.0,21.14,0.0342,47.2685,1.4449,3095.0,1828.0,187.0,44.2475,75.0,606,4923.0,4.28,6.34,6.36,10.13,1.32,-0.37,-0.55,3095.0,112.8,274
523,HINDALCO,Mar 2022,7.04,28347.0,17.56,0.8247,133.0623,0.8792,10065.0,6773.0,61.0,35.2212,6.0,64486,16838.0,8.94,12.6,11.0,6.34,1.23,-0.4,-0.4,10065.0,109.2,283
526,HINDUNILVR,Mar 2013,14.22,4220.0,134.0,0.0087,20.3028,2.2332,3668.0,63.0,18.0,1.3264,104.0,25,3605.0,7.27,8.97,8.13,17.15,0.94,0.02,-1.15,3542.0,97.6,314
527,HINDUNILVR,Mar 2014,13.53,4759.0,111.85,0.013,30.923,2.1255,3343.0,475.0,18.0,1.6375,71.0,46,3818.0,7.27,8.97,8.13,17.15,0.97,-0.12,-0.78,3343.0,98.8,311
528,HINDUNILVR,Mar 2015,13.69,5412.0,108.67,0.0107,21.3128,2.2157,3430.0,138.0,20.0,1.8644,74.0,43,3292.0,7.27,8.97,8.13,17.15,0.75,0.04,-1.05,3154.0,90.0,334
529,HINDUNILVR,Mar 2016,12.9,5910.0,63.14999999999999,0.0269,54.1029,2.1758,3889.0,282.0,19.0,3.0431,83.0,177,4171.0,7.27,8.97,8.13,17.15,1.0,-0.07,-0.93,3889.0,100.0,307
530,HINDUNILVR,Mar 2017,13.54,6328.0,66.58,0.0411,44.3119,2.1114,4012.0,1173.0,21.0,3.1222,82.0,277,5185.0,7.27,8.97,8.13,17.15,1.15,-0.23,-0.81,4012.0,106.0,291
531,HINDUNILVR,Mar 2018,14.71,7499.0,71.78999999999999,0.0,79.5099,1.99,4996.0,1063.0,24.0,3.3708,83.0,0,6059.0,7.27,8.97,8.13,17.15,1.16,-0.18,-0.82,4996.0,106.4,290
532,HINDUNILVR,Mar 2019,15.42,8880.0,77.03,0.0126,94.5745,2.1102,5362.0,438.0,28.0,3.6421,78.0,99,5800.0,7.27,8.97,8.13,17.15,0.96,-0.08,-0.93,5362.0,98.4,312
533,HINDUNILVR,Mar 2020,16.98,9861.0,82.1,0.0,70.6297,1.974,9414.0,1791.0,31.0,3.8097,80.0,0,7623.0,7.27,8.97,8.13,17.15,1.13,0.23,-0.89,5832.0,105.2,293
534,HINDUNILVR,Mar 2021,17.01,11626.0,16.78,0.0,208.3941,0.6841,7935.0,1228.0,34.0,20.2868,119.0,0,9163.0,7.27,8.97,8.13,17.15,1.15,-0.13,-1.02,7935.0,106.0,291
535,HINDUNILVR,Mar 2022,16.95,12857.0,18.12,0.0213,180.8858,0.7439,7320.0,1728.0,38.0,20.877,90.0,1043,9048.0,7.27,8.97,8.13,17.15,1.02,-0.19,-0.89,7320.0,100.8,305
