id,company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,Revenue CAGR (%),Net Profit CAGR (%),EPS CAGR (%),Asset CAGR (%),Operating Cash Ratio,Investment Ratio,Financing Ratio,Free Cash Flow Indicator,Cash Quality Score,Cashflow Rank
119,ASIANPAINT,Mar 2015,10.48,16.0,30.09,0.0881,56.7857,1.5274,723.0,465.0,15.0,4.9396,42.0,418,1188.0,10.51,12.23,12.25,13.02,0.83,-0.39,-0.48,723.0,93.2,326
120,ASIANPAINT,Mar 2016,12.63,19.0,27.63,0.0495,59.9592,1.3515,1377.0,866.0,18.0,6.7969,41.0,323,2243.0,10.51,12.23,12.25,13.02,1.24,-0.39,-0.38,1377.0,109.6,282
121,ASIANPAINT,Mar 2016,12.63,19.0,27.63,0.0495,59.9592,1.3515,1377.0,866.0,18.0,6.7969,41.0,323,2243.0,10.51,12.23,12.25,13.02,1.24,-0.39,-0.38,1377.0,109.6,282
122,ASIANPAINT,Mar 2017,13.38,20.0,26.51,0.0736,90.0541,1.2142,846.0,681.0,20.0,7.9208,51.0,560,1527.0,10.51,12.23,12.25,13.02,0.76,-0.45,-0.5,846.0,90.4,333
123,ASIANPAINT,Mar 2017,13.38,20.0,26.51,0.0736,90.0541,1.2142,846.0,681.0,20.0,7.9208,51.0,560,1527.0,10.51,12.23,12.25,13.02,0.76,-0.45,-0.5,846.0,90.4,333
124,ASIANPAINT,Mar 2018,12.47,19.0,24.95,0.0634,86.3415,1.2225,557.0,1556.0,21.0,8.7604,41.0,533,2113.0,10.51,12.23,12.25,13.02,1.01,-0.74,-0.65,557.0,100.4,306
125,ASIANPAINT,Mar 2018,12.47,19.0,24.95,0.0634,86.3415,1.2225,557.0,1556.0,21.0,8.7604,41.0,533,2113.0,10.51,12.23,12.25,13.02,1.01,-0.74,-0.65,557.0,100.4,306
126,ASIANPAINT,Mar 2019,11.48,20.0,23.31,0.1394,36.7182,1.1841,1552.0,918.0,22.0,9.8656,47.0,1320,2470.0,10.51,12.23,12.25,13.02,1.12,-0.37,-0.45,1552.0,104.8,294
127,ASIANPAINT,Mar 2019,11.48,20.0,23.31,0.1394,36.7182,1.1841,1552.0,918.0,22.0,9.8656,47.0,1320,2470.0,10.51,12.23,12.25,13.02,1.12,-0.37,-0.45,1552.0,104.8,294
128,ASIANPAINT,Mar 2020,13.73,21.0,27.38,0.1104,44.2353,1.2524,2520.0,518.0,28.0,10.5521,43.0,1118,3038.0,10.51,12.23,12.25,13.02,1.1,-0.17,-0.95,2520.0,104.0,296
129,ASIANPAINT,Mar 2020,13.73,21.0,27.38,0.1104,44.2353,1.2524,2520.0,518.0,28.0,10.5521,43.0,1118,3038.0,10.51,12.23,12.25,13.02,1.1,-0.17,-0.95,2520.0,104.0,296
130,ASIANPAINT,Mar 2021,14.77,22.0,25.04,0.0854,56.3913,1.0667,3142.0,541.0,33.0,13.3396,55.0,1093,3683.0,10.51,12.23,12.25,13.02,1.15,-0.15,-0.18,3142.0,106.0,291
131,ASIANPAINT,Mar 2021,14.77,22.0,25.04,0.0854,56.3913,1.0667,3142.0,541.0,33.0,13.3396,55.0,1093,3683.0,10.51,12.23,12.25,13.02,1.15,-0.15,-0.18,3142.0,106.0,291
132,ASIANPAINT,Mar 2022,10.6,17.0,22.34,0.1149,53.6842,1.2676,669.0,317.0,32.0,14.3875,61.0,1587,986.0,10.51,12.23,12.25,13.02,0.32,-0.32,-1.83,669.0,72.8,367
133,ASIANPAINT,Mar 2022,10.6,17.0,22.34,0.1149,53.6842,1.2676,669.0,317.0,32.0,14.3875,61.0,1587,986.0,10.51,12.23,12.25,13.02,0.32,-0.32,-1.83,669.0,72.8,367
134,ASIANPAINT,Mar 2023,12.16,18.0,26.23,0.1209,46.4653,1.3379,2911.0,1282.0,43.0,16.6583,60.0,1933,4193.0,10.51,12.23,12.25,13.02,1.0,-0.31,-0.51,2911.0,100.0,307
135,ASIANPAINT,Mar 2023,12.16,18.0,26.23,0.1209,46.4653,1.3379,2911.0,1282.0,43.0,16.6583,60.0,1933,4193.0,10.51,12.23,12.25,13.02,1.0,-0.31,-0.51,2911.0,100.0,307
136,ASIANPAINT,Mar 2024,15.66,21.0,29.68,0.1321,41.0049,1.1871,3556.0,2548.0,57.0,19.5083,58.0,2474,6104.0,10.51,12.23,12.25,13.02,1.1,-0.42,-0.49,3556.0,104.0,296
137,ASIANPAINT,Mar 2024,15.66,21.0,29.68,0.1321,41.0049,1.1871,3556.0,2548.0,57.0,19.5083,58.0,2474,6104.0,10.51,12.23,12.25,13.02,1.1,-0.42,-0.49,3556.0,104.0,296
138,BAJAJ-AUTO,Mar 2013,15.65,18.0,38.85,0.0144,4446.0,1.584,824.0,1394.0,108.0,2.7907,42.0,116,2218.0,7.72,7.39,7.7,11.33,0.71,-0.63,-0.65,824.0,88.4,338
138,BAJAJ-AUTO,Mar 2013,15.65,18.0,38.85,0.0144,4446.0,1.584,824.0,1394.0,108.0,2.7907,42.0,116,2218.0,7.72,7.39,7.7,11.33,0.71,-0.63,-0.65,824.0,88.4,338
139,BAJAJ-AUTO,Mar 2013,15.65,18.0,38.85,0.0144,4446.0,1.584,824.0,1394.0,108.0,2.7907,42.0,116,2218.0,7.72,7.39,7.7,11.33,0.71,-0.63,-0.65,824.0,88.4,338
139,BAJAJ-AUTO,Mar 2013,15.65,18.0,38.85,0.0144,4446.0,1.584,824.0,1394.0,108.0,2.7907,42.0,116,2218.0,7.72,7.39,7.7,11.33,0.71,-0.63,-0.65,824.0,88.4,338
140,BAJAJ-AUTO,Mar 2014,16.79,21.0,33.23999999999999,0.0058,4837.0,1.3155,1430.0,2072.0,117.0,3.518,43.0,59,3502.0,7.72,7.39,7.7,11.33,1.04,-0.59,-0.43,1430.0,101.6,303
140,BAJAJ-AUTO,Mar 2014,16.79,21.0,33.23999999999999,0.0058,4837.0,1.3155,1430.0,2072.0,117.0,3.518,43.0,59,3502.0,7.72,7.39,7.7,11.33,1.04,-0.59,-0.43,1430.0,101.6,303
141,BAJAJ-AUTO,Mar 2014,16.79,21.0,33.23999999999999,0.0058,4837.0,1.3155,1430.0,2072.0,117.0,3.518,43.0,59,3502.0,7.72,7.39,7.7,11.33,1.04,-0.59,-0.43,1430.0,101.6,303
141,BAJAJ-AUTO,Mar 2014,16.79,21.0,33.23999999999999,0.0058,4837.0,1.3155,1430.0,2072.0,117.0,3.518,43.0,59,3502.0,7.72,7.39,7.7,11.33,1.04,-0.59,-0.43,1430.0,101.6,303
142,BAJAJ-AUTO,Mar 2015,14.01,19.0,27.27,0.0101,726.0,1.3526,1734.0,380.0,105.0,3.8391,48.0,112,2114.0,7.72,7.39,7.7,11.33,0.7,-0.18,-0.78,1734.0,88.0,339
142,BAJAJ-AUTO,Mar 2015,14.01,19.0,27.27,0.0101,726.0,1.3526,1734.0,380.0,105.0,3.8391,48.0,112,2114.0,7.72,7.39,7.7,11.33,0.7,-0.18,-0.78,1734.0,88.0,339
143,BAJAJ-AUTO,Mar 2015,14.01,19.0,27.27,0.0101,726.0,1.3526,1734.0,380.0,105.0,3.8391,48.0,112,2114.0,7.72,7.39,7.7,11.33,0.7,-0.18,-0.78,1734.0,88.0,339
143,BAJAJ-AUTO,Mar 2015,14.01,19.0,27.27,0.0101,726.0,1.3526,1734.0,380.0,105.0,3.8391,48.0,112,2114.0,7.72,7.39,7.7,11.33,0.7,-0.18,-0.78,1734.0,88.0,339
144,BAJAJ-AUTO,Mar 2016,17.99,21.0,28.97,0.0084,5987.0,1.3094,3622.0,68.0,140.0,4.8512,39.0,118,3690.0,7.72,7.39,7.7,11.33,0.91,-0.02,-0.92,3622.0,96.4,318
144,BAJAJ-AUTO,Mar 2016,17.99,21.0,28.97,0.0084,5987.0,1.3094,3622.0,68.0,140.0,4.8512,39.0,118,3690.0,7.72,7.39,7.7,11.33,0.91,-0.02,-0.92,3622.0,96.4,318
145,BAJAJ-AUTO,Mar 2016,17.99,21.0,28.97,0.0084,5987.0,1.3094,3622.0,68.0,140.0,4.8512,39.0,118,3690.0,7.72,7.39,7.7,11.33,0.91,-0.02,-0.92,3622.0,96.4,318
145,BAJAJ-AUTO,Mar 2016,17.99,21.0,28.97,0.0084,5987.0,1.3094,3622.0,68.0,140.0,4.8512,39.0,118,3690.0,7.72,7.39,7.7,11.33,0.91,-0.02,-0.92,3622.0,96.4,318
148,BAJAJ-AUTO,Mar 2018,16.74,19.0,20.66,0.0059,6250.0,1.0027,2374.0,1954.0,146.0,7.0675,41.0,121,4328.0,7.72,7.39,7.7,11.33,1.03,-0.45,-0.44,2374.0,101.2,304
148,BAJAJ-AUTO,Mar 2018,16.74,19.0,20.66,0.0059,6250.0,1.0027,2374.0,1954.0,146.0,7.0675,41.0,121,4328.0,7.72,7.39,7.7,11.33,1.03,-0.45,-0.44,2374.0,101.2,304
149,BAJAJ-AUTO,Mar 2018,16.74,19.0,20.66,0.0059,6250.0,1.0027,2374.0,1954.0,146.0,7.0675,41.0,121,4328.0,7.72,7.39,7.7,11.33,1.03,-0.45,-0.44,2374.0,101.2,304
149,BAJAJ-AUTO,Mar 2018,16.74,19.0,20.66,0.0059,6250.0,1.0027,2374.0,1954.0,146.0,7.0675,41.0,121,4328.0,7.72,7.39,7.7,11.33,1.03,-0.45,-0.44,2374.0,101.2,304
150,BAJAJ-AUTO,Mar 2019,16.23,17.0,21.21,0.0054,1806.5,1.0529,2214.0,273.0,170.0,8.0391,35.0,125,2487.0,7.72,7.39,7.7,11.33,0.5,-0.11,-0.83,2214.0,80.0,355
150,BAJAJ-AUTO,Mar 2019,16.23,17.0,21.21,0.0054,1806.5,1.0529,2214.0,273.0,170.0,8.0391,35.0,125,2487.0,7.72,7.39,7.7,11.33,0.5,-0.11,-0.83,2214.0,80.0,355
151,BAJAJ-AUTO,Mar 2019,16.23,17.0,21.21,0.0054,1806.5,1.0529,2214.0,273.0,170.0,8.0391,35.0,125,2487.0,7.72,7.39,7.7,11.33,0.5,-0.11,-0.83,2214.0,80.0,355
151,BAJAJ-AUTO,Mar 2019,16.23,17.0,21.21,0.0054,1806.5,1.0529,2214.0,273.0,170.0,8.0391,35.0,125,2487.0,7.72,7.39,7.7,11.33,0.5,-0.11,-0.83,2214.0,80.0,355
152,BAJAJ-AUTO,Mar 2020,17.42,17.0,24.06,0.0058,2313.6667,1.1286,5616.0,1766.0,180.0,7.4955,67.0,126,3850.0,7.72,7.39,7.7,11.33,0.74,0.46,-1.62,2084.0,89.6,335
152,BAJAJ-AUTO,Mar 2020,17.42,17.0,24.06,0.0058,2313.6667,1.1286,5616.0,1766.0,180.0,7.4955,67.0,126,3850.0,7.72,7.39,7.7,11.33,0.74,0.46,-1.62,2084.0,89.6,335
153,BAJAJ-AUTO,Mar 2020,17.42,17.0,24.06,0.0058,2313.6667,1.1286,5616.0,1766.0,180.0,7.4955,67.0,126,3850.0,7.72,7.39,7.7,11.33,0.74,0.46,-1.62,2084.0,89.6,335
153,BAJAJ-AUTO,Mar 2020,17.42,17.0,24.06,0.0058,2313.6667,1.1286,5616.0,1766.0,180.0,7.4955,67.0,126,3850.0,7.72,7.39,7.7,11.33,0.74,0.46,-1.62,2084.0,89.6,335
154,BAJAJ-AUTO,Mar 2021,17.51,18.0,17.81,0.0044,929.7143,0.8256,251.0,2869.0,168.0,9.437,83.0,121,3120.0,7.72,7.39,7.7,11.33,0.64,-0.92,-0.01,251.0,85.6,343
154,BAJAJ-AUTO,Mar 2021,17.51,18.0,17.81,0.0044,929.7143,0.8256,251.0,2869.0,168.0,9.437,83.0,121,3120.0,7.72,7.39,7.7,11.33,0.64,-0.92,-0.01,251.0,85.6,343
155,BAJAJ-AUTO,Mar 2021,17.51,18.0,17.81,0.0044,929.7143,0.8256,251.0,2869.0,168.0,9.437,83.0,121,3120.0,7.72,7.39,7.7,11.33,0.64,-0.92,-0.01,251.0,85.6,343
155,BAJAJ-AUTO,Mar 2021,17.51,18.0,17.81,0.0044,929.7143,0.8256,251.0,2869.0,168.0,9.437,83.0,121,3120.0,7.72,7.39,7.7,11.33,0.64,-0.92,-0.01,251.0,85.6,343
156,BAJAJ-AUTO,Mar 2022,18.6,16.0,20.65,0.0041,881.1111,0.944,4473.0,276.0,213.0,10.3318,66.0,123,4197.0,7.72,7.39,7.7,11.33,0.68,0.07,-0.97,3921.0,87.2,340
156,BAJAJ-AUTO,Mar 2022,18.6,16.0,20.65,0.0041,881.1111,0.944,4473.0,276.0,213.0,10.3318,66.0,123,4197.0,7.72,7.39,7.7,11.33,0.68,0.07,-0.97,3921.0,87.2,340
157,BAJAJ-AUTO,Mar 2022,18.6,16.0,20.65,0.0041,881.1111,0.944,4473.0,276.0,213.0,10.3318,66.0,123,4197.0,7.72,7.39,7.7,11.33,0.68,0.07,-0.97,3921.0,87.2,340
157,BAJAJ-AUTO,Mar 2022,18.6,16.0,20.65,0.0041,881.1111,0.944,4473.0,276.0,213.0,10.3318,66.0,123,4197.0,7.72,7.39,7.7,11.33,0.68,0.07,-0.97,3921.0,87.2,340
158,BAJAJ-AUTO,Mar 2023,16.62,18.0,20.64,0.0042,204.2,1.0375,6488.0,1211.0,214.0,10.3753,65.0,124,5277.0,7.72,7.39,7.7,11.33,0.87,0.23,-1.36,4066.0,94.8,322
158,BAJAJ-AUTO,Mar 2023,16.62,18.0,20.64,0.0042,204.2,1.0375,6488.0,1211.0,214.0,10.3753,65.0,124,5277.0,7.72,7.39,7.7,11.33,0.87,0.23,-1.36,4066.0,94.8,322
159,BAJAJ-AUTO,Mar 2023,16.62,18.0,20.64,0.0042,204.2,1.0375,6488.0,1211.0,214.0,10.3753,65.0,124,5277.0,7.72,7.39,7.7,11.33,0.87,0.23,-1.36,4066.0,94.8,322
159,BAJAJ-AUTO,Mar 2023,16.62,18.0,20.64,0.0042,204.2,1.0375,6488.0,1211.0,214.0,10.3753,65.0,124,5277.0,7.72,7.39,7.7,11.33,0.87,0.23,-1.36,4066.0,94.8,322
160,BAJAJ-AUTO,Mar 2024,17.18,20.0,26.61,0.066,174.4167,1.1405,6486.0,72.0,276.0,10.3806,29.0,1912,6558.0,7.72,7.39,7.7,11.33,0.85,-0.01,-0.94,6486.0,94.0,324
160,BAJAJ-AUTO,Mar 2024,17.18,20.0,26.61,0.066,174.4167,1.1405,6486.0,72.0,276.0,10.3806,29.0,1912,6558.0,7.72,7.39,7.7,11.33,0.85,-0.01,-0.94,6486.0,94.0,324
161,BAJAJ-AUTO,Mar 2024,17.18,20.0,26.61,0.066,174.4167,1.1405,6486.0,72.0,276.0,10.3806,29.0,1912,6558.0,7.72,7.39,7.7,11.33,0.85,-0.01,-0.94,6486.0,94.0,324
161,BAJAJ-AUTO,Mar 2024,17.18,20.0,26.61,0.066,174.4167,1.1405,6486.0,72.0,276.0,10.3806,29.0,1912,6558.0,7.72,7.39,7.7,11.33,0.85,-0.01,-0.94,6486.0,94.0,324
186,BAJAJHLDNG,Mar 2013,550.74,95.0,17.94,0.0,,0.0313,104.0,369.0,167.0,9.3198,15.0,0,473.0,14.62,12.32,12.22,17.22,0.25,-0.78,-0.7,104.0,70.0,372
187,BAJAJHLDNG,Mar 2014,469.98,94.0,16.57,0.0,,0.034,353.0,519.0,179.0,10.8099,17.0,0,872.0,14.62,12.32,12.22,17.22,0.44,-0.6,-0.37,353.0,77.6,361
188,BAJAJHLDNG,Mar 2015,387.21,92.0,15.15,0.0,,0.0377,332.0,464.0,182.0,12.0658,19.0,0,796.0,14.62,12.32,12.22,17.22,0.39,-0.58,-0.49,332.0,75.6,363
238,BEL,Mar 2019,15.51,24.0,3851.02,0.9592,186.375,96.5397,618.0,896.0,3.0,0.4455,44.0,47,1514.0,10.84,14.32,16.1,14.35,0.8,-0.59,-0.44,618.0,92.0,329
239,BEL,Mar 2020,14.07,21.0,3318.18,0.8,357.25,106.2951,1921.0,649.0,3.0,0.5,37.0,44,2570.0,10.84,14.32,16.1,14.35,1.41,-0.25,-0.41,1921.0,116.4,265
240,BEL,Mar 2021,14.88,23.0,3559.32,0.8305,333.9,92.8224,2498.0,2595.0,3.0,0.5364,46.0,49,5093.0,10.84,14.32,16.1,14.35,2.43,-0.51,-0.21,2498.0,157.2,177
242,BEL,Mar 2023,16.84,23.0,3981.33,0.52,230.0526,123.1528,3907.0,2708.0,4.0,0.6818,44.0,39,1199.0,10.84,14.32,16.1,14.35,0.4,2.26,-1.05,-1509.0,16.0,446
244,BHEL,Mar 2013,13.69,19.0,21.91,0.0883,82.9297,0.6809,646.0,1113.0,18.0,6.2345,20.0,2698,1759.0,-5.18,-20.22,-21.41,-1.25,0.26,-0.63,0.27,646.0,70.4,371
256,BOSCHLTD,Dec 2012,11.06,16.0,17.19,0.0413,286.5,1.0958,47.0,824.0,305.0,17.9774,20.0,230,871.0,5.86,6.69,7.26,7.36,0.91,-0.95,-0.18,47.0,96.4,318
258,BOSCHLTD,Mar 2015,11.07,16.0,18.21,0.0151,179.8571,1.1587,213.0,1183.0,426.0,23.7,20.0,111,1396.0,5.86,6.69,7.26,7.36,1.04,-0.85,-0.17,213.0,101.6,303
259,BOSCHLTD,Mar 2016,15.78,19.0,16.06,0.0052,192.3846,0.7803,323.0,995.0,488.0,30.7581,17.0,50,1318.0,5.86,6.69,7.26,7.36,0.86,-0.75,-0.27,323.0,94.4,323
260,BOSCHLTD,Mar 2017,16.68,19.0,19.79,0.0,106.4815,0.8843,2703.0,1246.0,570.0,29.33,29.0,0,1457.0,5.86,6.69,7.26,7.36,0.84,0.86,-1.83,211.0,93.6,325
262,BOSCHLTD,Mar 2019,13.22,18.0,17.51,0.0,211.8462,0.9508,2359.0,1766.0,542.0,30.4233,19.0,0,593.0,5.86,6.69,7.26,7.36,0.37,2.98,-4.27,-1173.0,14.8,448
267,BOSCHLTD,Mar 2024,14.89,13.0,20.64,0.0032,71.7843,0.9638,1536.0,283.0,844.0,40.2133,44.0,39,1253.0,5.86,6.69,7.26,7.36,0.5,0.23,-1.16,970.0,80.0,355
